URL link,Website,Title,Date
https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvamFwYW5lc2UteWVuLWV5ZXMtbmV3LWxvd3MtYXMtbWFya2V0cy1zcGVjdWxhdGUtb24tYm9qLWFjdGlvbi1pbnRlcnZlbnRpb24tYWhlYWQtMjAyMzEwMjMuaHRtbNIBf2h0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvamFwYW5lc2UteWVuLWV5ZXMtbmV3LWxvd3MtYXMtbWFya2V0cy1zcGVjdWxhdGUtb24tYm9qLWFjdGlvbi1pbnRlcnZlbnRpb24tYWhlYWQtMjAyMzEwMjMuaHRtbC9hbXA?oc=5,DailyFX,Japanese Yen Eyes New Lows as Markets Speculate on BoJ Action. Intervention Ahead?,10/23/2023
https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvamFwYW5lc2UteWVuLXByaWNlLWFjdGlvbi1zZXR1cHMtdXNkLWpweS1nYnAtanB5LTIwMjMxMDExLmh0bWzSAV9odHRwczovL3d3dy5kYWlseWZ4LmNvbS9uZXdzL2phcGFuZXNlLXllbi1wcmljZS1hY3Rpb24tc2V0dXBzLXVzZC1qcHktZ2JwLWpweS0yMDIzMTAxMS5odG1sL2FtcA?oc=5,DailyFX,"Japanese Yen Price Action Setups: USD/JPY, GBP/JPY",10/12/2023
https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvamFwYW5lc2UteWVuLXByaWNlLWFjdGlvbi1zZXR1cHMtdXNkLWpweS1nYnAtanB5LXVwZGF0ZS0yMDIzMTAxNy5odG1s0gFmaHR0cHM6Ly93d3cuZGFpbHlmeC5jb20vbmV3cy9qYXBhbmVzZS15ZW4tcHJpY2UtYWN0aW9uLXNldHVwcy11c2QtanB5LWdicC1qcHktdXBkYXRlLTIwMjMxMDE3Lmh0bWwvYW1w?oc=5,DailyFX,"Japanese Yen Price Action Setups: USD/JPY, GBP/JPY Update",10/18/2023
https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvZm9yZXgtdXNkLWpweS1wcmljZS1mb3JlY2FzdC15ZW4td2FyeS1vbi11cy1jcGktZm9yZWNhc3RzLXd2LTIwMjMxMDEyLmh0bWzSAWtodHRwczovL3d3dy5kYWlseWZ4LmNvbS9uZXdzL2ZvcmV4LXVzZC1qcHktcHJpY2UtZm9yZWNhc3QteWVuLXdhcnktb24tdXMtY3BpLWZvcmVjYXN0cy13di0yMDIzMTAxMi5odG1sL2FtcA?oc=5,DailyFX,USD/JPY Price Forecast: Yen Wary on US CPI Forecasts,10/12/2023
https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvamFwYW5lc2UteWVuLXJldGVzdHMtMTUwLWFoZWFkLW9mLWJvai11c2QtanB5LWdicC1qcHktZXVyLWpweS1zZXR1cHMtMjAyMzEwMjYuaHRtbNIBc2h0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvamFwYW5lc2UteWVuLXJldGVzdHMtMTUwLWFoZWFkLW9mLWJvai11c2QtanB5LWdicC1qcHktZXVyLWpweS1zZXR1cHMtMjAyMzEwMjYuaHRtbC9hbXA?oc=5,DailyFX,"Japanese Yen Retests 150 Ahead of BOJ; USD/JPY, GBP/JPY, EUR/JPY Setups",10/26/2023
https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vbWFya2V0cHVsc2UuY29tL25ld3NmZWVkL3VzZC1qcHktd2FpdGluZy1vbi10aGUtYm9qLXRvLWRvLXNvbWV0aGluZy1tZWFuaW5nZnVsL2Vtb3lh0gEA?oc=5,MarketPulse,USD/JPY: Waiting on the BOJ to do something meaningful,10/2/2023
https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEwLTA0L2ZvcmV4LXBpbGUtcmVtYWlucy1hc2lhLXMtZmlyc3QtZGVmZW5zZS12ZXJzdXMtcmVsZW50bGVzcy1kb2xsYXLSAQA?oc=5,Bloomberg,"Asia Can Defend (THB, IDR, PHP) Against Strong US Dollar With Forex Piles",10/3/2023
https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvZm9yZXgtdXNkLWRvbGxhci1zZXR1cHMtZXVyLXVzZC1iYXR0bGVzLWNoYW5uZWwtcmVzaXN0YW5jZS13aGlsZS11c2QtanB5LXN0YXlzLXB1dC0yMDIzMTAxOS5odG1s0gGBAWh0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvZm9yZXgtdXNkLWRvbGxhci1zZXR1cHMtZXVyLXVzZC1iYXR0bGVzLWNoYW5uZWwtcmVzaXN0YW5jZS13aGlsZS11c2QtanB5LXN0YXlzLXB1dC0yMDIzMTAxOS5odG1sL2FtcA?oc=5,DailyFX,US Dollar Setups: EUR/USD Battles Channel Resistance while USD/JPY Stays Put,10/20/2023
https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vYXNpYS5uaWtrZWkuY29tL0J1c2luZXNzL01hcmtldHMvSmFwYW4tcmV0YWlsLWZvcmV4LXRyYWRlcy1oaXQtcmVjb3JkLTYwdG4tZm9yLUphbnVhcnktU2VwdGVtYmVy0gEA?oc=5,Nikkei Asia,Japan retail forex trades hit record $60tn for January-September,10/17/2023
https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmludmVzdGluZy5jb20vbmV3cy9mb3JleC1uZXdzL2phcGFuZXNlLXllbi1icmVhY2hlcy0xNTAtaW50ZXJ2ZW50aW9uLWluLWZvY3VzLTMyMDkzNDXSAQA?oc=5,Investing.com,"Japanese yen breaches 150, intervention in focus By Investing.com",10/25/2023
https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmRhaWx5ZnguY29tL25ld3MvZm9yZXgtdXNkLWpweS13ZWVrbHktZm9yZWNhc3QtamFwYW5lc2UteWVuLXN0YWdnZXJzLXRvd2FyZHMtMTUwLXd2LTIwMjMxMDIxLmh0bWzSAXFodHRwczovL3d3dy5kYWlseWZ4LmNvbS9uZXdzL2ZvcmV4LXVzZC1qcHktd2Vla2x5LWZvcmVjYXN0LWphcGFuZXNlLXllbi1zdGFnZ2Vycy10b3dhcmRzLTE1MC13di0yMDIzMTAyMS5odG1sL2FtcA?oc=5,DailyFX,USD/JPY Weekly Forecast: Japanese Yen Staggers Towards 150,10/21/2023
https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmludmVzdGluZy5jb20vbmV3cy9mb3JleC1uZXdzL2FzaWEtZngtbXV0ZWQtYXMtcmF0ZS1mZWFycy1tb3VudC15ZW4taG9sZHMtYWJvdmUtMTUwLTMyMTExNzPSAQA?oc=5,Investing.com,"Asia FX muted as rate fears mount, yen holds above 150",10/27/2023
https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmZvcmV4bGl2ZS5jb20vbmV3cy9mb3JleGxpdmUtZXVyb3BlYW4tZngtbmV3cy13cmFwLXllbi1zbGlkZXMtZnVydGhlci1pbi1ib2otYWZ0ZXJtYXRoLTIwMjMxMDMxL9IBcGh0dHBzOi8vd3d3LmZvcmV4bGl2ZS5jb20vbmV3cy9mb3JleGxpdmUtZXVyb3BlYW4tZngtbmV3cy13cmFwLXllbi1zbGlkZXMtZnVydGhlci1pbi1ib2otYWZ0ZXJtYXRoLTIwMjMxMDMxL2FtcC8?oc=5,ForexLive,ForexLive European FX news wrap: Yen slides further in BOJ aftermath,10/31/2023
https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5kYWlseWZ4LmNvbS9uZXdzL2ZvcmV4LW1hcmtldC1xNC1vdXRsb29rLWdvbGQtb2lsLXN0b2Nrcy11cy1kb2xsYXItZXVyby1wb3VuZC15ZW4tYnRjLWF0LXRpcHBpbmctcG9pbnQtMjAyMzEwMDguaHRtbNIBAA?oc=5,DailyFX,"Market Q4 Outlook: Gold, Oil, Stocks, US Dollar, Euro, Pound, Yen, BTC at Tipping Point",10/9/2023
https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd2F0Y2hlci5ndXJ1L25ld3MvYnJpY3MtamFwYW4tYWNjdXNlZC1tYXJrZXQtaW50ZXJ2ZW50aW9uLXVzLWRvbGxhci15ZW7SAQA?oc=5,Watcher Guru,BRICS: Japan Accused of 'Market Intervention' Against US Dollar vs Yen,10/5/2023
https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5mb3JleGxpdmUuY29tL2NlbnRyYWxiYW5rL2Jhbmstb2YtamFwYW4tbW9uZXRhcnktcG9saWN5LXN0YXRlbWVudC1jaGFuZ2VzLWxhbmd1YWdlLWFyb3VuZC0xLTEweWVhci1qZ2ItY2FwLTIwMjMxMDMxL9IBhAFodHRwczovL3d3dy5mb3JleGxpdmUuY29tL2NlbnRyYWxiYW5rL2Jhbmstb2YtamFwYW4tbW9uZXRhcnktcG9saWN5LXN0YXRlbWVudC1jaGFuZ2VzLWxhbmd1YWdlLWFyb3VuZC0xLTEweWVhci1qZ2ItY2FwLTIwMjMxMDMxL2FtcC8?oc=5,ForexLive,Bank of Japan Monetary Policy Statement: Changes language around 1% 10year JGB cap,10/30/2023
https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmFnZW56aWFub3ZhLmNvbS9lbi9uZXdzL0phcGFuLUZpbmFuY2UtTWluaXN0ZXItU3V6dWtpLXJlYWR5LXRvLWludGVydmVuZS1pbi10aGUtY3VycmVuY3ktZXhjaGFuZ2UtbWFya2V0L9IBeWh0dHBzOi8vd3d3LmFnZW56aWFub3ZhLmNvbS9lbi9uZXdzL0phcGFuLUZpbmFuY2UtTWluaXN0ZXItU3V6dWtpLXJlYWR5LXRvLWludGVydmVuZS1pbi10aGUtY3VycmVuY3ktZXhjaGFuZ2UtbWFya2V0L2FtcC8?oc=5,Agenzia Nova,"Japan, Finance Minister Suzuki: ""Ready to intervene in the currency exchange market""",10/3/2023
https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmZ4c3RyZWV0LmNvbS9uZXdzL3VzLWpvbHRzLXByZXZpZXctam9iLW9wZW5pbmdzLWV4cGVjdGVkLXRvLXJlbWFpbi1icm9hZGx5LXVuY2hhbmdlZC1pbi1hdWd1c3QtMjAyMzEwMDMwODQz0gF7aHR0cHM6Ly93d3cuZnhzdHJlZXQuY29tL2FtcC9uZXdzL3VzLWpvbHRzLXByZXZpZXctam9iLW9wZW5pbmdzLWV4cGVjdGVkLXRvLXJlbWFpbi1icm9hZGx5LXVuY2hhbmdlZC1pbi1hdWd1c3QtMjAyMzEwMDMwODQz?oc=5,FXStreet,JOLTS Job Openings jump to 9.6 million in August vs. 8.8 million expected,10/3/2023
https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmZvcmV4LmNvbS9lbi9uZXdzLWFuZC1hbmFseXNpcy93aGF0LWlzLXRoZS1zdHJvbmdlc3QtY3VycmVuY3ktaW4tdGhlLXdvcmxkL9IBAA?oc=5,FOREX.com,The top 10 strongest currencies in the world,10/20/2023
https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LmZvcmV4LmNvbS9lbi9uZXdzLWFuZC1hbmFseXNpcy9haXJ0cnVuay1pcG8v0gEA?oc=5,FOREX.com,AirTrunk IPO: Everything you need to know about AirTrunk,10/9/2023
https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmludmVzdGluZy5jb20vYW5hbHlzaXMvdXNkanB5LXdpbGwtYm9qLXN0ZXAtaW4tdG8tcHJldmVudC1ncmVlbmJhY2stZnJvbS1icmVhY2hpbmctY3J1Y2lhbC0xNTItbGV2ZWwtMjAwNjQzMDMy0gEA?oc=5,Investing.com,USD/JPY: Will BoJ Step In to Prevent Greenback From Breaching Crucial 152 Level? | investing.com,10/25/2023
https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmZvcmV4ZmFjdG9yeS5jb20vbmV3cy8xMjQ4OTgzLXRoZS10b3AtMTAtbW9zdC12b2xhdGlsZS1jdXJyZW5jeS1wYWlycy1pbtIBWGh0dHBzOi8vd3d3LmZvcmV4ZmFjdG9yeS5jb20vbmV3cy8xMjQ4OTgzLXRoZS10b3AtMTAtbW9zdC12b2xhdGlsZS1jdXJyZW5jeS1wYWlycy1pbi9hbXA?oc=5,Forex Factory,The top 10 most volatile currency pairs in 2023,10/26/2023
https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmludmVzdGluZy5jb20vbmV3cy9mb3JleC1uZXdzL2FzaWEtZngtbXV0ZWQtZG9sbGFyLXJldHJlYXRzLXdpdGgtaXNyYWVsaGFtYXMtd2FyLWluLWZvY3VzLTMxOTkwNDnSAQA?oc=5,Investing.com,"Asia FX muted, dollar retreats with Israel-Hamas war in focus",10/15/2023
https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9meC10YW1wYS1kZWxpdmVycy1kaXZlcnNlLXByb2R1Y3QtMDEwMDAwNDg3Lmh0bWzSAQA?oc=5,Yahoo Finance,FX Tampa Delivers Diverse Product Range to Japanese Traders,10/16/2023
https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vYWRtaXJhbG1hcmtldHMuY29tL2FuYWx5dGljcy90cmFkZXJzLWJsb2cvdGhlLWphcGFuZXNlLXllbi1hbmQtaW50ZXJ2ZW50aW9uLWppdHRlcnPSAQA?oc=5,Admiral Markets,The Japanese Yen And The History of Interventions,10/5/2023
https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnRoZXN0YXIuY29tLm15L2J1c2luZXNzL2J1c2luZXNzLW5ld3MvMjAyMy8xMC8yNy9taWRkbGUtYWdlZC1zYWxhcnltZW4tYW1wLXVwLWZvcmV4LXRyYWRlcy10by1leHBsb2l0LXZvbGF0aWxlLXllbtIBAA?oc=5,The Star Online,Middle-aged salarymen amp up forex trades to exploit volatile yen,10/27/2023
https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vZnhuZXdzZ3JvdXAuY29tL2ZvcmV4LW5ld3MvcmV0YWlsLWZvcmV4L2R1a2FzY29weS1pc3N1ZXMtd2FybmluZy1yZWdhcmRpbmctY2xvbmUtb2YtaXRzLXdlYnNpdGUv0gEA?oc=5,FX News Group,Dukascopy issues warning regarding clone of its website,10/13/2023
https://news.google.com/rss/articles/CBMimAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9lY29ub215L2luZGljYXRvcnMvaW5kaWEtdG8tc3VycGFzcy1qYXBhbi10by1iZWNvbWUtMm5kLWxhcmdlc3QtZWNvLWluLWFzaWEtYnktMjAzMC1zcC1nbG9iYWwvYXJ0aWNsZXNob3cvMTA0NjcwOTIyLmNtc9IBnAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9lY29ub215L2luZGljYXRvcnMvaW5kaWEtdG8tc3VycGFzcy1qYXBhbi10by1iZWNvbWUtMm5kLWxhcmdlc3QtZWNvLWluLWFzaWEtYnktMjAzMC1zcC1nbG9iYWwvYW1wX2FydGljbGVzaG93LzEwNDY3MDkyMi5jbXM?oc=5,The Economic Times,India set to overtake Japan as third-largest economy by 2030: S&P Global,10/24/2023
https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9lY29ub215L2luZGlhLXNldC10by1vdmVydGFrZS1qYXBhbi1hcy10aGlyZC1sYXJnZXN0LWVjb25vbXktYnktMjAzMC1zLXAtZ2xvYmFsLTExNjk4MTM1OTU5MzcxLmh0bWzSAYABaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL2Vjb25vbXkvaW5kaWEtc2V0LXRvLW92ZXJ0YWtlLWphcGFuLWFzLXRoaXJkLWxhcmdlc3QtZWNvbm9teS1ieS0yMDMwLXMtcC1nbG9iYWwvYW1wLTExNjk4MTM1OTU5MzcxLmh0bWw?oc=5,Mint,India set to overtake Japan as third-largest economy by 2030: S&P Global | Mint,10/24/2023
https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vZWNvbm9teS9uZXdzL2luZGlhLXNldC10by1vdmVydGFrZS1qYXBhbi1hcy10aGlyZC1sYXJnZXN0LWVjb25vbXktYnktMjAzMC1zLXAtZ2xvYmFsLTEyMzEwMjQwMDgwNF8xLmh0bWzSAY4BaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9lY29ub215L25ld3MvaW5kaWEtc2V0LXRvLW92ZXJ0YWtlLWphcGFuLWFzLXRoaXJkLWxhcmdlc3QtZWNvbm9teS1ieS0yMDMwLXMtcC1nbG9iYWwtMTIzMTAyNDAwODA0XzEuaHRtbA?oc=5,Business Standard,"India set to be world's third-largest economy by 2030, says S&P Global",10/24/2023
https://news.google.com/rss/articles/CBMimgFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvYnVzaW5lc3MvZWNvbm9teS9pbmRpYS10by1vdXRwYWNlLWphcGFuLWFzLXNlY29uZC1sYXJnZXN0LWVjb25vbXktaW4tYXNpYS1ieS0yMDMwLXNwLWdsb2JhbC1tYXJrZXQtaW50ZWxsaWdlbmNlLTg5OTgwNTgv0gGfAWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9idXNpbmVzcy9lY29ub215L2luZGlhLXRvLW91dHBhY2UtamFwYW4tYXMtc2Vjb25kLWxhcmdlc3QtZWNvbm9teS1pbi1hc2lhLWJ5LTIwMzAtc3AtZ2xvYmFsLW1hcmtldC1pbnRlbGxpZ2VuY2UtODk5ODA1OC9saXRlLw?oc=5,The Indian Express,India to outpace Japan as second-largest economy in Asia by 2030: S&P Global Market Intelligence,10/25/2023
https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vZWFzdGFzaWFmb3J1bS5vcmcvMjAyMy8xMC8wOS9pcy10aGUtY2hpbmVzZS1lY29ub215LWhlYWRlZC1mb3ItamFwYW4tc3R5bGUtbG9zdC1kZWNhZGVzL9IBAA?oc=5,East Asia Forum,Is the Chinese economy headed for Japan-style lost decades?,10/9/2023
https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lndpb25ld3MuY29tL2J1c2luZXNzLWVjb25vbXkvc3RhdGUtb2YtamFwYW5zLWVjb25vbXktZGVjb2RlZC1ib3VuY2luZy1iYWNrLWZyb20tZGVmbGF0aW9uLTY1MTAzNtIBcGh0dHBzOi8vd3d3Lndpb25ld3MuY29tL2J1c2luZXNzLWVjb25vbXkvc3RhdGUtb2YtamFwYW5zLWVjb25vbXktZGVjb2RlZC1ib3VuY2luZy1iYWNrLWZyb20tZGVmbGF0aW9uLTY1MTAzNi9hbXA?oc=5,WION,State of Japan`s economy decoded: Bouncing back from deflation?,10/25/2023
https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmZvcnR1bmVpbmRpYS5jb20vbWFjcm8vaW5kaWEtc2V0LXRvLXN1cnBhc3MtamFwYW4tZ2VybWFueS10by1iZWNvbWUtM3JkLWxhcmdlc3QtZWNvbm9teS1ieS0yMDMwLXNwLzExNDU1MdIBgwFodHRwczovL3d3dy5mb3J0dW5laW5kaWEuY29tL2FtcC9zdG9yeS9tYWNybyUyRmluZGlhLXNldC10by1zdXJwYXNzLWphcGFuLWdlcm1hbnktdG8tYmVjb21lLTNyZC1sYXJnZXN0LWVjb25vbXktYnktMjAzMC1zcCUyRjExNDU1MQ?oc=5,Fortune India,"India set to surpass Japan, Germany to become 3rd largest economy by 2030: S&P",10/25/2023
https://news.google.com/rss/articles/CBMiqAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9idXNpbmVzcy9pbmRpYS1idXNpbmVzcy9ob3ctaW5kaWEtaXMtZXhwZWN0ZWQtdG8tc3VycGFzcy1qYXBhbi10by1iZWNvbWUtMm5kLWxhcmdlc3QtYXNpYW4tZWNvbm9teS1ieS0yMDMwL2FydGljbGVzaG93LzEwNDY5NTY3MC5jbXPSAawBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vYnVzaW5lc3MvaW5kaWEtYnVzaW5lc3MvaG93LWluZGlhLWlzLWV4cGVjdGVkLXRvLXN1cnBhc3MtamFwYW4tdG8tYmVjb21lLTJuZC1sYXJnZXN0LWFzaWFuLWVjb25vbXktYnktMjAzMC9hbXBfYXJ0aWNsZXNob3cvMTA0Njk1NjcwLmNtcw?oc=5,The Times of India,How India is expected to surpass Japan to become 2nd largest Asian economy by 2030,10/25/2023
https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIzLzEwL2Vjb25vbWljLXN0b3JpZXMtdGhpcy13ZWVrLTIwLW9jdG9iZXIv0gEA?oc=5,World Economic Forum,"US economy largely unchanged, China's GDP growth, and other economics stories to read this week",10/20/2023
https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5nc2FtLmNvbS9jb250ZW50L2dzYW0vZ2xvYmFsL2VuL21hcmtldC1pbnNpZ2h0cy9nc2FtLWluc2lnaHRzL3BlcnNwZWN0aXZlcy8yMDIzL2phcGFucy1lY29ub21pYy1yZXZpdmFsLXRoZS1yb2FkLWFoZWFkLmh0bWzSAQA?oc=5,Goldman Sachs Asset Management,Japan's Economic Revival and the Road Ahead,10/31/2023
https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmphcGFudGltZXMuY28uanAvYnVzaW5lc3MvMjAyMy8xMC8yNC9lY29ub215L2phcGFuLWdkcC1iaWdnZXN0LWVjb25vbWllcy1pbWYv0gEA?oc=5,The Japan Times,"Germany set to eclipse Japan as No. 3 economy in 2023, IMF says",10/24/2023
https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5pbi90b3AtMTAtbGFyZ2VzdC1lY29ub21pZXMtaW4tdGhlLXdvcmxkL2FydGljbGVzaG93LzcwNTQ3MjUyLmNtc9IBYWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5pbi90b3AtMTAtbGFyZ2VzdC1lY29ub21pZXMtaW4tdGhlLXdvcmxkL2FtcF9hcnRpY2xlc2hvdy83MDU0NzI1Mi5jbXM?oc=5,Business Insider India,Top 10 largest economies in the world,10/10/2023
https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEwLTI0L2dlcm1hbnktdG8tcGFzcy1qYXBhbi1hcy0zcmQtbGFyZ2VzdC1lY29ub215LWhlbHBlZC1ieS13ZWFrLXllbtIBAA?oc=5,Bloomberg,"Germany to Pass Japan as Third-Largest Economy, Helped by Weak Yen",10/24/2023
https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vZWNvbm9teS9uZXdzL2NhYmluZXQtYXBwcm92ZXMtbW9jLWJldHdlZW4taW5kaWEtamFwYW4tZm9yLXNlbWljb25kdWN0b3ItZGV2ZWxvcG1lbnQtMTIzMTAyNTAwNjI2XzEuaHRtbNIBjQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2Vjb25vbXkvbmV3cy9jYWJpbmV0LWFwcHJvdmVzLW1vYy1iZXR3ZWVuLWluZGlhLWphcGFuLWZvci1zZW1pY29uZHVjdG9yLWRldmVsb3BtZW50LTEyMzEwMjUwMDYyNl8xLmh0bWw?oc=5,Business Standard,"Cabinet approves MoC between India, Japan for semiconductor development",10/25/2023
https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy53aW9uZXdzLmNvbS9idXNpbmVzcy1lY29ub215L2luZGlhLXBvaXNlZC10by1iZWNvbWUtYXNpYXMtc2Vjb25kLWxhcmdlc3QtZWNvbm9teS1zdXJwYXNzaW5nLWphcGFuLWJ5LTIwMzAtc3AtZ2xvYmFsLTY1MTAxNNIBigFodHRwczovL3d3dy53aW9uZXdzLmNvbS9idXNpbmVzcy1lY29ub215L2luZGlhLXBvaXNlZC10by1iZWNvbWUtYXNpYXMtc2Vjb25kLWxhcmdlc3QtZWNvbm9teS1zdXJwYXNzaW5nLWphcGFuLWJ5LTIwMzAtc3AtZ2xvYmFsLTY1MTAxNC9hbXA?oc=5,WION,India poised to become Asia`s second-largest economy surpassing Japan by 2030: S&P Global,10/25/2023
https://news.google.com/rss/articles/CBMikgFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9idXNpbmVzcy9pbnRlcm5hdGlvbmFsLWJ1c2luZXNzL2dlcm1hbnktc2V0LXRvLW92ZXJ0YWtlLWphcGFuLWFzLTNyZC1sYXJnZXN0LWVjb25vbXkvYXJ0aWNsZXNob3cvMTA0Njg0MjM5LmNtc9IBlgFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9idXNpbmVzcy9pbnRlcm5hdGlvbmFsLWJ1c2luZXNzL2dlcm1hbnktc2V0LXRvLW92ZXJ0YWtlLWphcGFuLWFzLTNyZC1sYXJnZXN0LWVjb25vbXkvYW1wX2FydGljbGVzaG93LzEwNDY4NDIzOS5jbXM?oc=5,The Times of India,Germany set to overtake Japan as 3rd-largest economy,10/25/2023
https://news.google.com/rss/articles/CBMijAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3dvcmxkLW5ld3MvaW1mLXdhcm5pbmctb24tY2hpbmEtcHV0cy1qYXBhbml6YXRpb24tcmlzay1pbi1zcG90bGlnaHQvYXJ0aWNsZXNob3cvMTA0NDU1NzgzLmNtc9IBkAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3dvcmxkLW5ld3MvaW1mLXdhcm5pbmctb24tY2hpbmEtcHV0cy1qYXBhbml6YXRpb24tcmlzay1pbi1zcG90bGlnaHQvYW1wX2FydGljbGVzaG93LzEwNDQ1NTc4My5jbXM?oc=5,The Economic Times,IMF warning on China puts 'Japanization' risk in spotlight,10/16/2023
https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vZWNvbm9teS9uZXdzL211bHRpbGF0ZXJhbC1hY3Rpb24tbmVlZGVkLXRvLWZpZ2h0LWVjb25vbWljLWNvZXJjaW9uLWJ5LWNoaW5hLXJlcG9ydC0xMjMxMDE1MDA2NThfMS5odG1s0gGMAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvZWNvbm9teS9uZXdzL211bHRpbGF0ZXJhbC1hY3Rpb24tbmVlZGVkLXRvLWZpZ2h0LWVjb25vbWljLWNvZXJjaW9uLWJ5LWNoaW5hLXJlcG9ydC0xMjMxMDE1MDA2NThfMS5odG1s?oc=5,Business Standard,Multilateral action needed to fight economic coercion by China: Report,10/15/2023
